State_Name,Crop_Type,Crop,rainfall,temperature,Area_in_hectares,Production_in_tons,Yield_ton_per_hec,N,P,K,pH
andhra pradesh,kharif,Black Gram,654.34,29.26666666666667,319.0,116.0,0.3636363636363636,40.0,60.0,20.0,5.1
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,1300.0,4100.0,3.1538461538461537,120.0,20.0,80.0,6.44
andhra pradesh,kharif,Maize,654.34,29.26666666666667,7042.0,9253.0,1.3139733030389094,80.0,40.0,20.0,5.42
andhra pradesh,rabi,Sesame Seed,288.3,25.46,2000.0,200.0,0.1,30.0,15.0,30.0,6.36
andhra pradesh,kharif,Black Gram,654.34,29.26666666666667,2919.0,861.0,0.2949640287769784,40.0,60.0,20.0,4.88
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,23.0,96.0,4.173913043478261,120.0,20.0,80.0,6.56
andhra pradesh,kharif,Sunflower,654.34,29.26666666666667,753.0,885.0,1.1752988047808766,50.0,60.0,30.0,5.66
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,50294.0,147965.0,2.942001033920547,120.0,20.0,80.0,6.38
andhra pradesh,rabi,Black Gram,288.3,25.46,10010.0,3704.0,0.37002997002997,40.0,60.0,20.0,5.08
andhra pradesh,kharif,Rice,654.34,29.26666666666667,72100.0,206700.0,2.866851595006935,80.0,40.0,40.0,5.48
andhra pradesh,kharif,Rice,654.34,29.26666666666667,242000.0,715000.0,2.9545454545454546,80.0,40.0,40.0,5.52
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,52549.0,841.0,0.0160041104492949,30.0,15.0,30.0,6.54
andhra pradesh,rabi,Ragi,288.3,25.46,111.0,208.0,1.8738738738738736,50.0,40.0,20.0,5.58
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,1199.0,1741.0,1.452043369474562,80.0,40.0,40.0,5.48
andhra pradesh,rabi,Linseed,288.3,25.46,6.0,1.0,0.1666666666666666,90.0,60.0,20.0,6.58
andhra pradesh,rabi,Gram,288.3,25.46,78451.0,140427.0,1.789996303425068,20.0,60.0,20.0,5.94
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,501.0,180.0,0.3592814371257485,30.0,15.0,30.0,6.46
andhra pradesh,rabi,Sesame Seed,288.3,25.46,5373.0,639.0,0.1189279731993299,30.0,15.0,30.0,6.52
andhra pradesh,rabi,Black Gram,288.3,25.46,670.0,421.0,0.6283582089552239,40.0,60.0,20.0,5.04
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,2474.0,2360.0,0.95392077607114,50.0,40.0,20.0,5.54
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,9200.0,12500.0,1.358695652173913,50.0,40.0,20.0,5.68
andhra pradesh,kharif,Sunflower,654.34,29.26666666666667,60319.0,22149.0,0.3671977320578922,50.0,60.0,30.0,5.42
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,236.0,46.0,0.1949152542372881,30.0,15.0,30.0,6.38
andhra pradesh,kharif,Horse-gram,654.34,29.26666666666667,180.0,65.0,0.3611111111111111,20.0,60.0,20.0,6.14
andhra pradesh,rabi,Sesame Seed,288.3,25.46,3849.0,1016.0,0.2639646661470511,30.0,15.0,30.0,6.34
andhra pradesh,kharif,Sunflower,654.34,29.26666666666667,53.0,44.0,0.8301886792452831,50.0,60.0,30.0,5.4
andhra pradesh,rabi,Gram,288.3,25.46,73055.0,68379.0,0.9359934296078296,20.0,60.0,20.0,6.16
andhra pradesh,kharif,Horse-gram,654.34,29.26666666666667,3300.0,1000.0,0.303030303030303,20.0,60.0,20.0,6.08
andhra pradesh,rabi,Black Gram,288.3,25.46,7335.0,4988.0,0.680027266530334,40.0,60.0,20.0,4.84
andhra pradesh,whole year,Cashewnut,1037.32,28.081818181818186,31774.0,7660.0,0.2410776106250393,70.0,40.0,60.0,5.86
andhra pradesh,kharif,Mung beans,654.34,29.26666666666667,13923.0,4316.0,0.3099906629318394,20.0,40.0,20.0,5.52
andhra pradesh,kharif,Soyabean,654.34,29.26666666666667,155.0,212.0,1.367741935483871,20.0,60.0,20.0,5.32
andhra pradesh,kharif,Gram,654.34,29.26666666666667,2.0,4.0,2.0,20.0,60.0,20.0,6.18
andhra pradesh,whole year,Sunflower,1037.32,28.081818181818186,77589.0,53949.0,0.6953176352317983,50.0,60.0,30.0,5.44
andhra pradesh,rabi,Horse-gram,288.3,25.46,22482.0,6340.0,0.2820033804821635,20.0,60.0,20.0,5.98
andhra pradesh,rabi,Gram,288.3,25.46,27.0,64.0,2.3703703703703702,20.0,60.0,20.0,5.94
andhra pradesh,rabi,Maize,288.3,25.46,1000.0,4000.0,4.0,80.0,40.0,20.0,5.36
andhra pradesh,rabi,Mung beans,288.3,25.46,34000.0,17000.0,0.5,20.0,40.0,20.0,5.62
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,1800.0,500.0,0.2777777777777778,80.0,40.0,40.0,5.56
andhra pradesh,rabi,Dry chillies,288.3,25.46,55.0,113.0,2.0545454545454547,120.0,20.0,80.0,6.5
andhra pradesh,kharif,Gram,654.34,29.26666666666667,5.0,6.0,1.2,20.0,60.0,20.0,6.02
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,10000.0,11700.0,1.17,50.0,40.0,20.0,5.62
andhra pradesh,kharif,Rice,654.34,29.26666666666667,41191.0,124809.0,3.030006554829938,80.0,40.0,40.0,5.64
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,3700.0,7100.0,1.9189189189189189,120.0,20.0,80.0,6.48
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,10.0,3.0,0.3,80.0,40.0,40.0,5.32
andhra pradesh,rabi,Rice,288.3,25.46,94862.0,355638.0,3.749003816069659,80.0,40.0,40.0,5.36
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,28000.0,34000.0,1.2142857142857142,50.0,40.0,20.0,5.48
andhra pradesh,kharif,Sunflower,654.34,29.26666666666667,46967.0,29642.0,0.631123980667277,50.0,60.0,30.0,5.32
andhra pradesh,kharif,Maize,654.34,29.26666666666667,1763.0,6308.0,3.577992058990357,80.0,40.0,20.0,5.68
andhra pradesh,rabi,Gram,288.3,25.46,97.0,182.0,1.8762886597938144,20.0,60.0,20.0,5.94
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,235.0,1035.0,4.404255319148936,120.0,20.0,80.0,6.44
andhra pradesh,kharif,Mung beans,654.34,29.26666666666667,2000.0,1000.0,0.5,20.0,40.0,20.0,5.52
andhra pradesh,rabi,Gram,288.3,25.46,6350.0,9970.0,1.5700787401574805,20.0,60.0,20.0,5.94
andhra pradesh,rabi,Rice,288.3,25.46,195014.0,821789.0,4.214000020511348,80.0,40.0,40.0,5.68
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,400.0,100.0,0.25,80.0,40.0,40.0,5.62
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,2178.0,6175.0,2.835169880624426,120.0,20.0,80.0,6.64
andhra pradesh,rabi,Mung beans,288.3,25.46,591.0,258.0,0.4365482233502538,20.0,40.0,20.0,5.54
andhra pradesh,kharif,Rice,654.34,29.26666666666667,267083.0,685440.0,2.5663932185874803,80.0,40.0,40.0,5.52
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,2400.0,700.0,0.2916666666666667,80.0,40.0,40.0,5.66
andhra pradesh,whole year,Sunflower,1037.32,28.081818181818186,39.0,32.0,0.8205128205128205,50.0,60.0,30.0,5.58
andhra pradesh,rabi,Black Gram,288.3,25.46,51066.0,17975.0,0.3519954568597501,40.0,60.0,20.0,4.82
andhra pradesh,rabi,Dry chillies,288.3,25.46,5300.0,9800.0,1.849056603773585,120.0,20.0,80.0,6.64
andhra pradesh,rabi,Dry chillies,288.3,25.46,2792.0,5832.0,2.088825214899713,120.0,20.0,80.0,6.4
andhra pradesh,whole year,Tapioca,1037.32,28.081818181818186,407.0,2050.0,5.036855036855036,50.0,50.0,50.0,5.44
andhra pradesh,kharif,Maize,654.34,29.26666666666667,3534.0,6064.0,1.7159026598754952,80.0,40.0,20.0,5.5
andhra pradesh,rabi,Sesame Seed,288.3,25.46,285.0,65.0,0.2280701754385964,30.0,15.0,30.0,6.68
andhra pradesh,rabi,Jowar,288.3,25.46,17.0,15.0,0.8823529411764706,80.0,40.0,40.0,5.6
andhra pradesh,rabi,Rice,288.3,25.46,10960.0,20462.0,1.866970802919708,80.0,40.0,40.0,5.54
andhra pradesh,rabi,Ragi,288.3,25.46,137.0,258.0,1.8832116788321167,50.0,40.0,20.0,5.36
andhra pradesh,kharif,Maize,654.34,29.26666666666667,1149.0,1972.0,1.7162750217580505,80.0,40.0,20.0,5.32
andhra pradesh,kharif,Pigeon peas(Toor Dal),654.34,29.26666666666667,1482.0,713.0,0.48110661268556,20.0,60.0,20.0,5.34
andhra pradesh,rabi,Pigeon peas(Toor Dal),288.3,25.46,76.0,21.0,0.2763157894736842,20.0,60.0,20.0,5.4
andhra pradesh,kharif,Rice,654.34,29.26666666666667,170487.0,482990.0,2.833001929765906,80.0,40.0,40.0,5.34
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,12.0,1.0,0.0833333333333333,30.0,15.0,30.0,6.4
andhra pradesh,whole year,Dry ginger,1037.32,28.081818181818186,57.0,111.0,1.947368421052632,40.0,50.0,20.0,5.14
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,600.0,900.0,1.5,120.0,20.0,80.0,6.36
andhra pradesh,rabi,Rice,288.3,25.46,30034.0,76827.0,2.558000932276753,80.0,40.0,40.0,5.48
andhra pradesh,rabi,Safflower,288.3,25.46,307.0,11.0,0.0358306188925081,50.0,60.0,30.0,5.48
andhra pradesh,rabi,Black Gram,288.3,25.46,408.0,236.0,0.5784313725490197,40.0,60.0,20.0,5.18
andhra pradesh,whole year,Dry ginger,1037.32,28.081818181818186,15.0,28.0,1.8666666666666667,40.0,50.0,20.0,4.88
andhra pradesh,rabi,Horse-gram,288.3,25.46,1396.0,967.0,0.6926934097421203,20.0,60.0,20.0,5.98
andhra pradesh,whole year,Cucumber,1037.32,28.081818181818186,1888.0,0.0,0.0,60.0,60.0,85.0,6.44
andhra pradesh,rabi,Ragi,288.3,25.46,417.0,517.0,1.2398081534772185,50.0,40.0,20.0,5.42
andhra pradesh,rabi,Horse-gram,288.3,25.46,813.0,293.0,0.3603936039360393,20.0,60.0,20.0,6.02
andhra pradesh,rabi,Gram,288.3,25.46,203.0,226.0,1.1133004926108374,20.0,60.0,20.0,5.82
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,17449.0,2408.0,0.1380021777752306,30.0,15.0,30.0,6.52
andhra pradesh,kharif,Rice,654.34,29.26666666666667,33776.0,89236.0,2.641994315490289,80.0,40.0,40.0,5.32
andhra pradesh,rabi,Black Gram,288.3,25.46,44862.0,8210.0,0.1830056618073202,40.0,60.0,20.0,4.94
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,270.0,281.0,1.0407407407407407,50.0,40.0,20.0,5.5
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,200.0,100.0,0.5,50.0,40.0,20.0,5.54
andhra pradesh,kharif,Maize,654.34,29.26666666666667,6041.0,20896.0,3.459029961926833,80.0,40.0,20.0,5.46
andhra pradesh,rabi,Ragi,288.3,25.46,403.0,671.0,1.6650124069478909,50.0,40.0,20.0,5.38
andhra pradesh,rabi,Ragi,288.3,25.46,126.0,210.0,1.6666666666666667,50.0,40.0,20.0,5.58
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,40.0,145.0,3.625,120.0,20.0,80.0,6.4
andhra pradesh,kharif,Black Gram,654.34,29.26666666666667,82.0,51.0,0.6219512195121951,40.0,60.0,20.0,4.9
andhra pradesh,kharif,Rice,654.34,29.26666666666667,54390.0,144351.0,2.65399889685604,80.0,40.0,40.0,5.46
andhra pradesh,whole year,Coriander,1037.32,28.081818181818186,11.0,8.0,0.7272727272727273,90.0,20.0,20.0,6.5
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,2293.0,6783.0,2.958133449629307,80.0,40.0,40.0,5.38
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,14400.0,24900.0,1.7291666666666667,120.0,20.0,80.0,6.64
andhra pradesh,kharif,Soyabean,654.34,29.26666666666667,3.0,2.0,0.6666666666666666,20.0,60.0,20.0,5.34
andhra pradesh,rabi,Jowar,288.3,25.46,38.0,71.0,1.868421052631579,80.0,40.0,40.0,5.56
andhra pradesh,rabi,Jowar,288.3,25.46,93.0,24.0,0.2580645161290322,80.0,40.0,40.0,5.46
andhra pradesh,rabi,Black Gram,288.3,25.46,14714.0,9726.0,0.6610031262742966,40.0,60.0,20.0,4.88
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,822.0,470.0,0.5717761557177615,80.0,40.0,40.0,5.34
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,200.0,100.0,0.5,80.0,40.0,40.0,5.66
andhra pradesh,rabi,Dry chillies,288.3,25.46,1987.0,4099.0,2.0629089079013587,120.0,20.0,80.0,6.36
andhra pradesh,rabi,Linseed,288.3,25.46,528.0,197.0,0.3731060606060606,90.0,60.0,20.0,6.62
andhra pradesh,whole year,Dry ginger,1037.32,28.081818181818186,868.0,2466.0,2.8410138248847927,40.0,50.0,20.0,4.96
andhra pradesh,rabi,Gram,288.3,25.46,215.0,385.0,1.7906976744186047,20.0,60.0,20.0,5.94
andhra pradesh,kharif,Maize,654.34,29.26666666666667,104.0,271.0,2.605769230769231,80.0,40.0,20.0,5.36
andhra pradesh,rabi,Rice,288.3,25.46,2700.0,8700.0,3.2222222222222223,80.0,40.0,40.0,5.68
andhra pradesh,kharif,Pigeon peas(Toor Dal),654.34,29.26666666666667,2874.0,868.0,0.302018093249826,20.0,60.0,20.0,5.54
andhra pradesh,rabi,Horse-gram,288.3,25.46,4026.0,1188.0,0.2950819672131147,20.0,60.0,20.0,5.98
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,512.0,1011.0,1.974609375,120.0,20.0,80.0,6.44
andhra pradesh,rabi,Mung beans,288.3,25.46,4279.0,1921.0,0.4489366674456648,20.0,40.0,20.0,5.56
andhra pradesh,rabi,Mung beans,288.3,25.46,704.0,364.0,0.5170454545454546,20.0,40.0,20.0,5.46
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,5896.0,1008.0,0.1709633649932157,30.0,15.0,30.0,6.42
andhra pradesh,rabi,Jowar,288.3,25.46,6609.0,5096.0,0.7710697533666213,80.0,40.0,40.0,5.64
andhra pradesh,rabi,Gram,288.3,25.46,92936.0,107248.0,1.1539984505466128,20.0,60.0,20.0,6.1
andhra pradesh,rabi,Black Gram,288.3,25.46,13338.0,7016.0,0.5260158944369471,40.0,60.0,20.0,5.18
andhra pradesh,rabi,Jowar,288.3,25.46,12931.0,9970.0,0.7710153893743716,80.0,40.0,40.0,5.58
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,13975.0,1593.0,0.113989266547406,30.0,15.0,30.0,6.6
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,6613.0,16923.0,2.5590503553606534,50.0,40.0,20.0,5.38
andhra pradesh,rabi,Rice,288.3,25.46,98472.0,358635.0,3.641999756275896,80.0,40.0,40.0,5.56
andhra pradesh,whole year,Cashewnut,1037.32,28.081818181818186,307.0,82.0,0.2671009771986971,70.0,40.0,60.0,5.84
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,5.0,3.0,0.6,80.0,40.0,40.0,5.62
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,339.0,188.0,0.5545722713864307,80.0,40.0,40.0,5.36
andhra pradesh,whole year,Cashewnut,1037.32,28.081818181818186,22971.0,5972.0,0.2599799747507727,70.0,40.0,60.0,5.92
andhra pradesh,kharif,Rice,654.34,29.26666666666667,22349.0,67427.0,3.0170029978969977,80.0,40.0,40.0,5.4
andhra pradesh,whole year,Cashewnut,1037.32,28.081818181818186,761.0,166.0,0.2181340341655716,70.0,40.0,60.0,5.88
andhra pradesh,kharif,Rice,654.34,29.26666666666667,254000.0,825000.0,3.248031496062992,80.0,40.0,40.0,5.64
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,9629.0,39344.0,4.085990237823243,120.0,20.0,80.0,6.36
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,786.0,2325.0,2.9580152671755724,80.0,40.0,40.0,5.32
andhra pradesh,whole year,Coriander,1037.32,28.081818181818186,22.0,14.0,0.6363636363636364,90.0,20.0,20.0,6.62
andhra pradesh,kharif,Sunflower,654.34,29.26666666666667,1358.0,1177.0,0.8667157584683358,50.0,60.0,30.0,5.52
andhra pradesh,rabi,Jowar,288.3,25.46,27.0,94.0,3.4814814814814814,80.0,40.0,40.0,5.54
andhra pradesh,rabi,Rice,288.3,25.46,27286.0,46714.0,1.712013486769772,80.0,40.0,40.0,5.38
andhra pradesh,rabi,Ragi,288.3,25.46,386.0,532.0,1.378238341968912,50.0,40.0,20.0,5.42
andhra pradesh,rabi,Dry chillies,288.3,25.46,2811.0,12545.0,4.462824617573817,120.0,20.0,80.0,6.64
andhra pradesh,rabi,Black Gram,288.3,25.46,39648.0,14709.0,0.3709897094430993,40.0,60.0,20.0,5.0
andhra pradesh,rabi,Pigeon peas(Toor Dal),288.3,25.46,2552.0,2350.0,0.920846394984326,20.0,60.0,20.0,5.62
andhra pradesh,kharif,Dry chillies,654.34,29.26666666666667,3000.0,5000.0,1.6666666666666667,120.0,20.0,80.0,6.66
andhra pradesh,rabi,Mung beans,288.3,25.46,5460.0,2877.0,0.5269230769230769,20.0,40.0,20.0,5.62
andhra pradesh,rabi,Jowar,288.3,25.46,400.0,200.0,0.5,80.0,40.0,40.0,5.62
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,4149.0,697.0,0.1679922872981441,30.0,15.0,30.0,6.38
andhra pradesh,rabi,Dry chillies,288.3,25.46,446.0,1841.0,4.12780269058296,120.0,20.0,80.0,6.52
andhra pradesh,rabi,Sesame Seed,288.3,25.46,916.0,209.0,0.2281659388646288,30.0,15.0,30.0,6.66
andhra pradesh,rabi,Rice,288.3,25.46,57400.0,137400.0,2.393728222996516,80.0,40.0,40.0,5.64
andhra pradesh,rabi,Jowar,288.3,25.46,4185.0,6344.0,1.515890083632019,80.0,40.0,40.0,5.66
andhra pradesh,kharif,Mung beans,654.34,29.26666666666667,191.0,92.0,0.4816753926701571,20.0,40.0,20.0,5.46
andhra pradesh,rabi,Mung beans,288.3,25.46,434.0,279.0,0.6428571428571429,20.0,40.0,20.0,5.54
andhra pradesh,whole year,Sunflower,1037.32,28.081818181818186,350.0,354.0,1.0114285714285711,50.0,60.0,30.0,5.52
andhra pradesh,rabi,Jowar,288.3,25.46,6206.0,4996.0,0.8050273928456333,80.0,40.0,40.0,5.34
andhra pradesh,rabi,Sunflower,288.3,25.46,27228.0,9530.0,0.3500073453797561,50.0,60.0,30.0,5.52
andhra pradesh,rabi,Rice,288.3,25.46,96893.0,316840.0,3.26999886472707,80.0,40.0,40.0,5.46
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,34119.0,32038.0,0.9390075910782848,50.0,40.0,20.0,5.6
andhra pradesh,kharif,Sunflower,654.34,29.26666666666667,78.0,68.0,0.8717948717948718,50.0,60.0,30.0,5.38
andhra pradesh,rabi,Rice,288.3,25.46,10017.0,31584.0,3.153039832285115,80.0,40.0,40.0,5.58
andhra pradesh,kharif,Rice,654.34,29.26666666666667,24335.0,85051.0,3.495007191288268,80.0,40.0,40.0,5.36
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,3700.0,700.0,0.1891891891891892,30.0,15.0,30.0,6.48
andhra pradesh,rabi,Dry chillies,288.3,25.46,645.0,1927.0,2.987596899224806,120.0,20.0,80.0,6.6
andhra pradesh,kharif,Pigeon peas(Toor Dal),654.34,29.26666666666667,1500.0,900.0,0.6,20.0,60.0,20.0,5.62
andhra pradesh,kharif,Black Gram,654.34,29.26666666666667,1578.0,963.0,0.6102661596958175,40.0,60.0,20.0,4.84
andhra pradesh,kharif,Maize,654.34,29.26666666666667,2116.0,3631.0,1.7159735349716445,80.0,40.0,20.0,5.66
andhra pradesh,rabi,Black Gram,288.3,25.46,3000.0,1400.0,0.4666666666666667,40.0,60.0,20.0,5.0
andhra pradesh,kharif,Ragi,654.34,29.26666666666667,74.0,67.0,0.9054054054054054,50.0,40.0,20.0,5.36
andhra pradesh,whole year,Cabbage,1037.32,28.081818181818186,283.0,0.0,0.0,100.0,65.0,70.0,6.38
andhra pradesh,whole year,Cashewnut,1037.32,28.081818181818186,159.0,34.0,0.2138364779874214,70.0,40.0,60.0,5.92
andhra pradesh,kharif,Sesame Seed,654.34,29.26666666666667,14603.0,2570.0,0.1759912346778059,30.0,15.0,30.0,6.36
andhra pradesh,kharif,Rice,654.34,29.26666666666667,108694.0,228366.0,2.100999135186855,80.0,40.0,40.0,5.48
andhra pradesh,kharif,Sunflower,654.34,29.26666666666667,26671.0,31039.0,1.163773386824641,50.0,60.0,30.0,5.44
andhra pradesh,rabi,Jowar,288.3,25.46,37.0,108.0,2.918918918918919,80.0,40.0,40.0,5.42
andhra pradesh,whole year,Bottle Gourd,1037.32,28.081818181818186,106.0,0.0,0.0,100.0,50.0,50.0,6.68
andhra pradesh,kharif,Horse-gram,654.34,29.26666666666667,5600.0,2694.0,0.4810714285714286,20.0,60.0,20.0,5.84
andhra pradesh,kharif,Maize,654.34,29.26666666666667,128.0,412.0,3.21875,80.0,40.0,20.0,5.34
andhra pradesh,kharif,Jowar,654.34,29.26666666666667,5071.0,14351.0,2.830013803983435,80.0,40.0,40.0,5.46
andhra pradesh,rabi,Sesame Seed,288.3,25.46,442.0,214.0,0.4841628959276018,30.0,15.0,30.0,6.44
andhra pradesh,rabi,Rice,288.3,25.46,1703.0,5867.0,3.4450968878449792,80.0,40.0,40.0,5.56
andhra pradesh,kharif,Black Gram,654.34,29.26666666666667,7100.0,1200.0,0.1690140845070422,40.0,60.0,20.0,4.86
andhra pradesh,whole year,Bottle Gourd,1037.32,28.081818181818186,46.0,0.0,0.0,100.0,50.0,50.0,6.52
andhra pradesh,kharif,Rice,654.34,29.26666666666667,30000.0,95000.0,3.1666666666666665,80.0,40.0,40.0,5.68
andhra pradesh,rabi,Dry chillies,288.3,25.46,597.0,993.0,1.6633165829145728,120.0,20.0,80.0,6.66
andhra pradesh,kharif,Black Gram,654.34,29.26666666666667,1133.0,411.0,0.3627537511032657,40.0,60.0,20.0,5.18
andhra pradesh,rabi,Gram,288.3,25.46,3000.0,1500.0,0.5,20.0,60.0,20.0,6.06
andhra pradesh,rabi,Ragi,288.3,25.46,2000.0,3900.0,1.95,50.0,40.0,20.0,5.58
andhra pradesh,rabi,Horse-gram,288.3,25.46,7998.0,4983.0,0.6230307576894224,20.0,60.0,20.0,5.98
andhra pradesh,rabi,Ragi,288.3,25.46,1420.0,2405.0,1.693661971830986,50.0,40.0,20.0,5.5
